title,description
"Mac Book Pro Snap Case New 13""","13"" snap jacket new in pkg. USB C 360 protection and ultra-thin. Very lightweight. Form fitting beautiful gold. Faux leather. From a smoke and pet free home. Protect your laptop. Pay Pal accepted"
EVGA Supernova 750 G3 Power Supply,"EVGA Supernova 750W fully modular power supply in excellent condition, clean and in like new condition. No cables included, $50 o/b/o."
ASUS RT-AX3000 Wifi Router,ASUS RT-AX3000 Wifi Router
ASUS XT8 Tri-Band Routers (2 / Pair),ASUS XT8 Tri-Band Routers (2 / Pair)
"Modem, Ambit U10C018",Includes OEM AC adapter AD-101ADT. Please call show contact info . Will Ship. If it's posted its available.
Computer Cables (6): Laptop/Desktop/Monitor,"6' DB9 F/F Null Modem/Serial cables. (5) 10' CAT 6A/Class EA TX6 10 GIG shielded RJ45 to RJ45 Patch Cord. NEW, never used. Please call show contact info . Will Ship. If posted it's available."
"Computer Bags (5), Laptop, Black - Will Seperate","ICON nylon, 15 1/4"", - $10 Samsonite leather, 17"" - $10 Dell leather, 17"" - $10 Corporate, nylon, 17""- $10 Dell, leather, 17"" - $10 Will Ship. Please call show contact info If it's posted it's available."
"Keyboard and Mouse, PC, HP Multimedia",Model HP-5187. Wired connection. Has media player controls. Model HP-5188-2467 Mouse is hard wired. Please call show contact info . Will Ship. If its posted it's available.
Motorola SURFboard Cable Modem SB5101 DOCSIS 2 - Used,"WORKS GREAT! AC adapter is $5 extra, total $10 Pick up only please"
Belkin Universal Retractable Wired USB Ergonomic Computer Mouse Mice,Brand New in Box - Great Gift What you see in the pictures is what you get Pick up only please
New Computer 3 Prong Electric Cable $5 each or 3 for $10,New Computer tower 125V 10A AC COMPUTER PC CABLE ... 3 Prong power able $5 each or 3 for $10 Also have 10 pack bundle of used 3 prong cable $30 bucks
HP designjet T120 printer,HP designjet T120 printer
Non-OEM Epson printer cartidges,"Non-OEM Epson 69 Ink Cartridges 11-Pack - T069: 5 Black, 2 Cyan, 2 Magenta, 2 Yellow. Brand new in packaging"
Dell new EMPTY Hybrid drive tray part number pn 072cwn 72cwn,"Firm price. No texts. Selling new empty hot swap tray only - NO DRIVE INCLUDED! Photos with a drive are shown for reference only. A friend discovered a new in box drive with tray for a system he no longer had. Offered me the drive and tray. I have a use for the drive, selling the empty tray with all originally supplied mounting screws. New Hybrid drive Tray Caddy Bracket. Marked for 400gb SSD, you could change marking for your need. These are used on Dell based systems and apparently on EqualLogic brand and possibly others. Can be used for 3.5"" drives by unscrewing the supplied 2.5"" drive adapter. Drives can be SAS or SATA. Mounting screws supplied to hold 2.5"" drive Compatible: EqualLogic PS6100 PSM4100 PS4100E and various dell models May be interchangeable with system models (not verified): R710 R510 R420 R720 R730 R430 and possibly others. Meet in person preferred. Cash only. Shipping possible at your responsibility. Photos (without drives) are of actual item being offered."
IBM laptop power supply and cord P/N 08K8205,"IBM laptop power supply and cord P/N 08K8205 Brand new, Genuine Lenovo IBM 08K8205 AC/DC Power Supply Adapter 16V 4.5A 72W w/Cord See pictures, local pickup only. $20.00"
Mobility Electronics Premium Monitor Stand (Dark Gray) UN0940-10,"Mobility Electronics Premium Monitor Stand (Dark Gray) UN0940-10 Brand new See pictures. Local pickup only. There are 2 of them $15.00 each. Go's ergonomically designed monitor stand fits over your notebook computer or docking device to hold your monitor at a comfortable viewing height while reducing stress on your neck and back. The unique slide-out tray provides easy access to your notebook, ports and cables. Specifications: 12 x 12"" elevated surface area handles up to 21"" monitors Supports monitors, printers and other peripherals up to 165 lbs Dimensions: 14"" x 5.8"" x 15"" Weight: 5.3 lbs"
Evga RTX 3070 TI FTW3 Ultra w EK Waterblock,Purchased New from Evga used for gaming Evga RTX 3070 Ti 8gb FTW3 Ultra w Ek waterblock installed Currently has Black Backplate also comes with Brand new Stainless Backplate I could reinstall factory air cooler with new thermal pads and thermal paste if preferred $350 cash
"Dell Laptop Computer Bags, a few sizes Some New & Like New!","Dell Laptop Computer Bags, a few sizes Some are Brand New, Never Used and some are New (used for a very short time to deliver PC) call or text show contact info"
Computer Keyboard,Internet pro keyboard claiver internet pro
"Stereo computer system, pioneer","I have a pioneer stereo system for sale. have all the wires. has romote, Works great. Call Sam at show contact info home phone no answer call cell at show contact info when texting or emailing put in Bills as code"
NEW ZENITH 4 Pin-4 Pin 3 ft Digital IEEE 1394 FireWire iLink Cables,NEW ZENITH 4 Pin-4 Pin 3 ft Digital IEEE 1394 FireWire iLink Cables
Logitech X-620 6.1 Surround Sound Speaker System with Subwoofer,"'Increase your gaming intensity by upgrading to the 6.1 surround sound of Logitech's X-620 speaker system. It features six satellite speakers, including a center rear channel, plus a powerful pressure driver subwoofer. Are you looking for powerful bass? Crisp highs and mid-range? The X-620 delivers. Its patented subwoofer design provides twice the bass of conventional designs for smooth, powerful lows, and the satellite speakers provide rich mid-range and crisp high-end tones. Even if you don't have a 6.1 sound card, you can still enjoy the benefits of all seven speakers by using the source selector switch."" Manual Included Details Configuration 6.1 Total Power 70.1 Watts RMS Frequency Response 35Hz - 20,000Hz Signal to Noise Ratio(SNR) >75db @1 khz"
HP 90 Watt Laptop AC Adapter Charger,"contact using Craigslist email relay for more info and photos, is original HP. Has round connector to laptop. This is NOT usb-c. thanks"
"BROTHER Laser Toner Cartridge for HL, DCP & MFC Models NEW","Though the box has been opened, the Brother-compatible toner cartridge inside is brand new and in its original sealed bag. This high-capacity toner cartridge fits the following Brother laser printers: HL-5440D HL-5450D HL-5470DW/DWT HL-6180DW/DWT DCP-8110DN DCP-8150DN DCP-8155DN DCP-8510DN MFC-8710DW MFC-8810DW MFC-8910DW MFC-8950DW/DWT"
Cat 5 Cable,"Probably about 250-300 feet left on roll $ 15.00 (cash only) Phone calls are the best way to contact me... I will not respond to ""is it still available"" - once gone I'll remove the ad. When emailing with questions include a phone number or I will NOT respond to the e-mail."
Epson WT7900,Epson Printer Model WT7900 and miscellaneous ink Cartridges
Asus VG248QE 3D Monitor,"24” 1080p gaming monitor with DisplayPort, HDMI and DVI port connectivity."
GTX 1650 (CASH OR TRADE),"HP GTX 1650 4GB. Tested working great, for trade, looking for itx or matx motherboard cpu combos, graphics cards, and hard drives, among other pc components."
Linksys Mesh Router,"Here are two Linksys Velop Mesh Routers for sale. One gets hooked up to your ISP and the other connects to the first by blutooth. There is an ethernet port under the mesh one. You would need to download the app to set this up and maintain it. I intended this as an extender system to use with my main Linksys router, but it wouldn't play nice. I should have ditched the main one and gone with these. I just got an Eero router with my new Frontier setup, so I don't need these. You get the two routers, the plugs and ethernet cables."
IBM Clicky model M Keyboard priced at,"Have available 1 IBM clicky buckling spring model M Keyboard as follows: model M with separate numeric keypad dated 1989. First come first serve. No holds Working with no issues when I stopped using this and has been retested when this was was posted. No damage. All key caps present. Never any spills, from non smoking, pet free home. This will come with a rare long cable that is PS2 type (smaller round style, NOT the older 5 pin DIN). If your system does not have any PS2 connectors you will need an adapter, I have no adapters. This style keyboard has made a resurgence and is rather popular is certain applications, can be used for general purposes. This type of positive feedback that this key design provides reminds me of the feel of the IBM Selectric interchangeable ball style fonts typewriters of the early 80's and perhaps is what IBM designers were trying to emulate in how these clicky buckling spring keys were made. I have 1 longer length cable that is included with the keyboard. Cables: IBM used a less common connector on the keyboard end to be able to supply different cables based on length, connector at computer end, color, etc. Longer length cable has approx 6 and a half foot long straight section, a coiled section that at rest is also approx 2 foot long that will stretch to 3-4 feet depending on force, and another straight section that connects to the keyboard itself about 6 inches long. (For reference, no Shorter length available but here is a description so you can see understand the difference, Shorter length cable has approx 2 foot long straight section, and a coiled section that at rest is also approx 2 foot long that will stretch to 3-4 feet depending on force, and another straight section that connects to the keyboard itself about 6 inches long.) This post will be kept up to date and removed promptly when appropriate, it is available if you can see this. If you are thinking about this - suggest you do not sit on your hands - only one I have. I have no spare cables or spare keyboards or spare parts available. Cash only. Meet during daylight hours. Shipping possible, these are the terms: No electronic payments, no checks, no money orders, no IOU's, no ACH, no trades. Cash only!! The kind that comes out of an ATM. Keep payment type accepted in mind if you ask me to ship, you cover shipping costs. Shipping is easier for me if you provide a prepaid shipping label. USPS is closest, but UPS, or FedEx can be done."
Linksys switches and routers (4),"4 Linksys switches and routers, used, all working. with power supplies. see pics. Local pickup only. $15.00 Each"
Allen-Bradley and others resistors and components for electronics,"Allen-Bradley and others resistors and components for electronics. All new. Resistors, capacitors and various other components. See pictures. 3 bags of them. Local pickup only. $60.00"
Kodak Easyshare printer dock 6000,"Kodak Easyshare printer dock 6000, used, works, with paper and ribbons. See pictures. Local pickup only. $10.00"
Buying Gaming PCS / Laptops as well as lots of other computer parts!,"Email lists! Looking to buy in bulk but will also look at individual gaming pcs, newer macs, etc!"
"Dell 90W Laptop AC Adapter Charger, Genuine dell, have 2","contact using Craigslist email relay for more info and photos. Not usb-c connector, has round connector to laptop. thanks"
AMD Ryzen 7 9800x3D Gaming CPU,"AMD Ryzen 7 9800X 3D $450 No one beats our prices Please do not send offers, we will not take them. We have 8 in stock (with more coming) No shipping, local only Features: AMD Ryzen 7 9800x 3d 8 Core CPU This is the fastest gaming cpu on the market!!!! Price is for the cpu only Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $35 24"" 144hz - 165hz 1080p Displays only $125 27"" 144hz - 165HZ 1080p Displays only $150 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax"
Led Movie Projectors with HMDI inputs,"Led Movie Projectors with HDMI inputs $75 and UNDER! No one beats our prices Please do not send offers, we will not take them. Features: Projectors are 1080p and lower Led (no bulb to change) These are new projectors! Price is for the projector and whatever accessories come in the box. Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $35 24"" 144hz - 165hz 1080p Displays only $125 27"" 144hz - 165HZ 1080p Displays only $150 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax"
9306-24i SAS SATA Broadcom LSI AVAGO 12gbps 12gb/s PCIe Adapter card,"No texts, use email relay. Price above is per card. Two cards available right now. Will sell separately or together. If you get both cards at same time, will discount a total of $20. What flavor of IT mode (jbod) are you into? ZFS, FreeNAS, unRAID, something else? This card connects to a lot of drives, actually 24! If you have a bunch of 22TB drives (bigger drives are available) you can approach 0.5 Petabyte of storage (500 TB). This card of course handles sata and sas drives, and can mix. If you are not familiar with IT mode, this card uses a PCIe slot on your mainboard and will pass through drives connected to it to your OS for use as you choose. Any sata or sas drive will work can be different sizes depending on your need / use. Great way to add more drives / space to a system. This card is has 3 connectors, each attaches to 8 drives, total 24 drives. All 3 connectors are internal and use SFF-8654 type connector (see photos of cable), cables are readily available with a variety of connectors at the other end to suit your preference. Has large heatsink, and likely designed for high air flow server case. To be safe install only with a fan blowing on this heatsink to keep it cool unless in high air flow case. Comes with low profile bracket with ventilation holes, bracket can be changed with a screwdriver. With 24 drives attached to this card plus what your motherboard has for sata connections to add to that you could have a pretty amazing amount of storage at you fingertips. What to do with it? Up to you. With 24 drives available you can hit some rather amazing transfer rates for spinning magnetic drive at a mere fraction of the cost of solid state. 0.5 Petabyte (that's 500 terabytes) of storage that is solid state - well can't bring myself to imagine the cost factors to get that! On most motherboards you run out of PCIe slots at some point and you need a bigger card. Space is the final frontier. Can usually meet same day. Daylight hours only please. Cash only!! The kind that comes out of an ATM. No electronic payments, no trades, no checks, no ACH, no money orders, no IOU's. Keep payment type accepted in mind if you ask me to ship, you cover shipping costs, USPS preferred, then Fed-Ex or UPS. You supply a prepaid shipping label preferred."
Memory: 48gb (6x8gb) DDR4 Hynix HMA81GR7CJR8N,"Six sticks of 8 gb DDR4 memory, totaling 48 gb. 100 for the whole set. This was used in a 2019 Mac Pro."
Simpletech 40GB IDE 2.5 inch HDD for laptop,"Simpletech 40GB IDE 2.5 inch HDD for laptop, Brand new in package. See picture. Local pickup only.$10.00"
Simpletech 60GB IDE 2.5 inch HDD for laptop,"Simpletech 60GB IDE 2.5 inch HDD for laptop, Brand new in package. See picture. Local pickup only.$10.00"
Toshiba 40GB IDE 2.5 inch HDD for laptop,"Toshiba 40GB IDE 2.5 inch HDD for laptop, Brand new in package. See picture. Local pickup only. $5.00"
Travelstar 80GB IDE 2.5 inch HDD for laptop,"Travelstar 80GB IDE 2.5 inch HDD for laptop, Brand new in package. See picture. Local pickup only.$15.00"
"Lenovo 45 WATT AC-Adapter ONLY, usb c usb-c","Price firm. No texts. Use email on C/L. Most likely can meet same day. I no longer have a way to test this as I no longer have the Lenovo pruduct I used it with. Info from the AC-Adapter: Lenovo pn: SA10E75843 FRU pn: 00HM665 Specifications: Max 45W Input: 100V - 240V~ 1.3A 50-60Hz Output: 20 V - 2.25A / 15 V - 3A / 9 V - 2A / 5 V - 2A 45 watt model - Great to have a spare or extra one for home/office/vehicle. With AC wall cord, cable with usb-c connector on the end and velcro strap. AC cord is 4.75 feet long and DC cord is also 5.5 feet long. Meet in person. Cash only. No shipping. Photos are of actual item being offered."
"2 Ablenet Buddy Button switches 2.5""","2 Ablenet Buddy Button 2.5 inches switches both $10 FIRM Select ""more ads by this user"" to see other items Dave email, call or text me 5eight5-613-8770. ***Will delete ad when sold****"
Motorola Surfboard Cable Modem,"Motorola Surfboard SB5101 (515291-017-00) Cable Modem $10 Each FIRM 10 available all for $50 FIRM Select ""more ads by this user"" to see other items Dave email, call or text me 5eight5-613-8770. ***Will delete ad when sold****"
Quad SWM Expander,"Quad SWM Expander, houses and splits signals to up to four SWM-8 single wire multiswitches. 5 available $10 Each FIRM NAS SWM-E2 Dual SWM Expander item# 217520 all for $25 each FIRM Select ""more ads by this user"" to see other items Dave email, call or text me 5eight5-613-8770. ***Will delete ad when sold****"
ARRIS - SURFboard DOCSIS 3.1 Cable Modem & Dual-Band Wi-Fi Router,"Recently purchased modem/router combo device. Paid $200 new less than a year ago. Works great, coming from a smoke free-clean home. We have switched to fiber Internet and can no longer use this cable device."
Epson Printer Ink,"NEW 4 PACK GENUINE 220-I 220 T220 Epson Printer ink cartridge set. NEW Genuine Epson 220-Series Black & Color DURA-Brite Ultra Ink Cartridges (4-PACK) 1 -Epson (T220-I) Black standard-Capacity Ink Cartridge 1 -Epson (T220-I) Cyan Standard-Capacity Ink Cartridge 1 -Epson (T220-I) Magenta Standard-Capacity Ink Cartridge 1 -Epson (T220-I) Yellow Standard-Capacity Ink Cartridge For Epson Printer Models: Epson Expression XP-420,424,320 See photo. $10 Call if interested."
HP INK Tri-Color 28,"I have 1 unopened HP Ink Color Cartridge for Printer, Copier, Scanner: HP 28 Tri-color (C8728A) Tri-Color $10. Note: Black in the photo has been sold. Call if interested."
AG2 II SATA/ATX Power supply 550Watts Brand new,AG II SATA/ATX Power supply 550Watts (Brand new in box) See pictures. Local Pickup only. $15.00
HP 305A Print cartridge never use,Print cartridge HP 305a $50 never use call or text show contact info
Linksys EA9300 Tri-Band Wireless Router - Like New,"Linksys EA9300 Tri-Band Wireless Router for sale. This is a very high-end wireless router for fast home internet use/performance. Maximum Range is 3500 Sq Ft. Intelligent Tri Band router with Net Gen. 1.8GHz Quad Core CPU and 3 offload processors to release your WiFi performance and provide 3 Ultra high speed WiFi bands up to 4 Gbps. Next Gen AC Wi Fi + MU MIMO + Airtime fairness improves network efficiency and provides ultra-fast Wi Fi speeds to all your home and home office devices at the same time, same speed. Advanced Beamforming with 9 high power amplifiers extend and maximize performance and coverage for both 2.4GHz & 5GHz. 6 active high gain antennas expand WiFi range throughout a large size home; 5 Gigabit Ethernet ports for wired speeds 10x faster than standard Ethernet for printers, game consoles and Smart TVs. This is currently selling for $272 on Amazon.com: https://www.amazon.com/Linksys-Max-Stream-Tri-Band-Wireless-EA9300/dp/B071DKY952?th=1 !"
Laptop cable lock,Retractable laptop security cable lock by Kensington. 4' long cable. Two keys.
PC desktop motherboards,"Various AMD and intel options of DDR3 motherboards available here, starting at $15. Both higher end models have 4 memory slots for DDR3, and you can add on as many 4GB sticks @ $5 per stick as you like. (8GB total system RAM is recommended and works comfortably, 12GB would definitely suffice.) All come with the CPU and cooler and one SATA drive cable. Just hook up to a power supply, an ssd, and input/output and you are set. They are all standard mATX form factor boards. The Lenovo board inherently comes with a digital windows license, so it can often be a convenient way to recover a broken laptop simply by pulling its hard drive and connecting it to the board. ==1==> $15: Lenovo matx board with quad-core (8 threads) i7-2600. ====$15====. ==2==> $45 FX-8300 (8 core) on an AM3+ Motherboard. only ====$75====. ==3==> $45 A8-6500 (4c@3.5ghz) on an FM2 Motherboard+CPU/APU (Asus A55) ====$40====. Other options, only if you need such: 1. Standard PC Tower case: $5. 2. Memory: $5 per 4GB. 3. DVD writer plus a DVD of your favorite linux distribution: $10 4. Gaming GPU's: varies by model, ask me 5. A decent older VGA display: $15"
Arris surfboard,Internet hotspot (wired network extender)
Computer parts,"Parts are from when I support local computers. There are coaxle, power, audio, rj45 cables etc and clips, memory, fans. CDrom, printers bought a long time ago, that I gave for free for kids. circuit board screws. Email best offer. What is not sold within a month, all will be thrown away."
NZXT Hue+ Advanced PC Lighting Kit,"Pulled from my old PC, worked fine, may need to use additional strips of 3M double-sided tape to keep strips adhered, but no issues otherwise. All cables, hubs, extensions included. Cash/Venmo/CashApp/Paypal accepted, local pickup only."
New in Box! Logitech M315 Wireless Mouse,New in Box! Logitech M325 Wireless Mouse Never Opened Available in Blue and Red
Leather Expandable shoulder bag briefcase/lap top bag,Leather Expandable shoulder bag briefcase/lap top bag with zippered compartments
Cisco WS-C2960X-48FPS-L 48 Port PoE+ 2960X Gigabit Switch,"Good working POE Gigabit Switch, reset and updated with latest IOS."
16GB PC4-2133 ECC Server Memory RAM (x24 Available),"HYNIX HMA42GR7MFR4N-TF 16GB 2Rx4 17000 PC4-2133 ECC MEMORY RAM 24x available - price breaks for multiple sticks Brand: Hynix Form Factor: DIMM Class: DDR4 Capacity: 16GB ECC Type: ECC-Registered Dual Rank Speed: PC4-17000 Frequency: 2133MHz Rank: 2rx4 Voltage: 1.2v Profile: Normal Pin Count: 288 Each module passed all diagnostics. This listing contains REGISTERED Modules! These are for servers only and not normal desktops! ECC Registered DIMMs & ECC UDIMMS & ECC Load Reduced DIMMs cannot be mixed. If your system came with modules other than REGISTERED, then use of REGISTERED DIMMs will require the removal of all existing modules. Please note that this listing is for the specifications outlined in the description. Samsung, Hynix, and Micron create several part numbers for memory that are 100% identical in compatibility (such as HMA42GR7AFR4N-TF). This listing is for any of the outlined part numbers that match the specifications in the listing."
Twelve (12x) Seagate Cheetah Seagate FC Hard Drives,Twelve (12x) Seagate Cheetah Seagate FC Hard Drives - discount for multiple Description: Seagate 146GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard Drive Part Number(s) Manufacturer Part# ST3146807FC Overview: The Cheetah 10K lowers cost of ownership with the industry'shighest reliability designed for full duty cycle applications; Seagate-exclusive Background Media Scan; enhanced Error Correction Code; and low power and cooling requirements. Capacities include 300 146 and 73 Gbytes with Ultra320 SCSI or 2 Gbit/sec Fibre Channel interfaces. Specifications: Category Seagate HardDrive Sub-Category 10K Generation Fibre Channel Part Number ST3146707FC Products ID 456655 Type Hot-Swap Hard Drive Capacity 146GB Form Factor 3.5 inch x 1 inch Plug-in Module Interface FC-AL Data Transfer Rate 2GB/s Rotational Speed 10000RPM Pins 40
(x2) Dell 130W Laptop / Dock Charger,"$20 per, two available Model #LA130PM121"
StarTech ST122Pro Splitter,Used StarTech ST122Pro 2 Port High Resolution VGA Video Splitter. Good condition. Comes with everything pictured. Located in Penfield.
BOOG75 Hall Effect Keyboard,"Mint condition Meletrix BOOG75 Hall Effect RGB keyboard in the Shockwave colorway. Very well built, all metal, it's an absolute tank of a keyboard. Hall switches are wonderful. Software is easy to use (web based app). This comes with the original box, carrying case, and accessories. You'll open it up like it's new. $140"
